pH,Temperature,Conductivity @25°C,Dissolved Oxygen,BOD - 5 days (Total),Ammonia-Total (as N),ortho-Phosphate (as P) - unspecified,Total Hardness (as CaCO3),True Colour,Is_Potable_By_Normes
6.739,12.746,263.174,6.113,3.412,0.434,0.115,64.681,2.758,1
6.552,2.529,225.039,11.035,4.677,0.368,0.126,149.771,7.559,1
3.721,-3.399,500.601,18.743,8.898,-2.672,3.541,-0.349,-0.453,0
7.821,13.716,498.916,13.933,2.889,0.39,0.015,253.408,5.084,1
7.633,8.123,456.629,6.645,4.092,0.339,0.134,100.065,10.037,1
5.132,33.261,501.913,2.935,-2.358,-2.243,2.009,300.235,18.672,0
6.566,10.786,208.722,10.281,4.114,0.405,0.195,198.116,10.055,1
8.047,12.659,61.759,11.319,1.109,0.123,0.133,220.699,5.561,1
5.141,-4.972,-4.404,0.195,9.38,-1.286,-1.535,-3.872,15.243,0
9.862,33.299,-4.716,0.415,-2.901,-0.101,5.027,300.177,-2.692,0
6.813,28.03,88.042,10.096,3.668,0.167,0.007,247.856,8.533,1
7.372,23.104,37.662,12.073,3.685,0.406,0.18,298.415,12.382,1
2.0,-4.415,-2.291,16.214,7.503,5.451,0.365,-3.09,-4.366,0
5.547,33.689,501.287,1.135,-2.155,4.059,-1.269,302.736,15.225,0
10.714,33.874,501.946,3.268,6.17,4.276,-3.288,-2.078,18.006,0
8.075,17.191,133.21,5.58,3.909,0.195,0.058,172.49,7.699,1
6.538,1.382,438.893,6.206,1.961,0.492,0.193,172.387,1.989,1
10.151,33.143,504.331,2.094,8.073,0.821,-4.154,303.847,16.15,0
7.708,5.767,46.84,10.412,0.957,0.362,0.181,42.812,2.941,1
4.678,31.671,504.102,18.359,-2.052,3.512,2.829,300.451,-3.824,0
7.661,21.994,12.799,7.327,3.299,0.428,0.036,177.757,2.513,1
4.81,-3.234,-2.213,17.99,-1.958,-1.356,4.527,303.892,15.708,0
7.008,8.323,388.417,10.321,2.208,0.277,0.126,290.951,0.693,1
6.982,26.177,210.472,12.01,2.511,0.147,0.133,183.374,7.587,1
10.042,-4.724,502.981,0.04,7.751,-0.781,-1.322,304.584,16.493,0
9.354,-1.198,502.011,0.827,-0.249,-4.989,-0.649,-0.577,-3.568,0
3.312,34.836,500.81,18.533,-1.394,-3.752,4.919,300.18,17.544,0
8.328,0.255,457.06,7.187,2.97,0.158,0.191,159.016,8.183,1
8.14,25.281,127.387,12.495,0.145,0.217,0.009,35.901,5.648,1
8.436,26.153,437.344,13.285,2.934,0.081,0.042,96.509,13.664,1
9.117,32.948,504.043,18.213,9.297,-1.744,1.024,303.15,15.377,0
7.598,21.296,272.133,7.968,0.804,0.426,0.037,76.999,10.618,1
8.249,14.16,76.583,7.262,1.356,0.177,0.101,286.27,11.514,1
7.224,7.373,186.972,8.944,1.606,0.098,0.124,247.075,4.198,1
10.59,34.502,-4.534,18.291,-4.053,-4.601,2.411,304.65,17.87,0
6.698,23.262,413.277,10.838,0.121,0.248,0.066,149.326,0.319,1
7.323,4.784,98.963,10.28,3.166,0.285,0.094,272.174,12.037,1
6.037,33.457,504.444,3.626,7.567,-1.207,4.106,304.628,18.517,0
7.606,20.08,324.914,12.007,1.118,0.147,0.114,253.144,11.879,1
7.749,18.776,431.841,5.405,3.568,0.305,0.033,137.724,14.24,1
9.555,32.711,-4.879,15.676,6.448,4.121,1.034,-3.231,17.422,0
8.844,33.508,500.606,4.202,9.441,0.983,3.584,301.088,-1.826,0
6.742,25.882,324.828,13.894,1.24,0.072,0.117,287.559,7.455,1
9.911,34.633,502.309,17.539,-0.959,5.036,-4.798,303.99,15.889,0
11.763,30.467,503.94,16.015,6.385,-0.172,5.143,302.644,-2.55,0
7.665,6.569,291.902,13.912,3.715,0.439,0.145,153.014,9.258,1
6.57,13.643,459.335,6.262,1.157,0.154,0.15,112.235,11.743,1
3.754,-0.26,-1.936,4.014,6.784,2.493,4.404,-4.922,-3.84,0
2.336,32.222,501.333,16.069,-1.748,-3.01,3.85,-3.358,-2.491,0
8.275,5.472,415.84,6.084,0.362,0.079,0.092,131.245,9.909,1
6.597,11.043,91.596,7.394,4.458,0.388,0.09,242.502,13.173,1
5.012,-2.576,-4.507,4.782,7.156,-2.497,-2.262,301.382,-3.444,0
7.699,9.883,132.25,7.021,3.09,0.489,0.137,245.403,11.739,1
7.707,21.797,227.608,12.469,0.64,0.035,0.094,273.907,3.008,1
6.567,13.359,466.709,8.9,4.128,0.111,0.169,85.434,2.908,1
6.095,30.445,503.326,14.805,8.384,1.481,1.959,-0.26,15.243,0
7.176,18.081,132.134,6.9,1.571,0.313,0.023,67.956,2.427,1
7.818,24.55,316.117,13.635,1.588,0.419,0.185,96.63,6.181,1
8.233,27.739,255.64,8.12,2.263,0.066,0.18,163.712,11.466,1
6.669,18.812,396.903,8.997,1.624,0.468,0.143,183.333,3.427,1
8.328,4.871,405.08,6.085,0.82,0.291,0.137,58.446,4.477,1
12.33,32.625,-2.061,0.745,-1.321,3.104,0.352,-1.438,19.987,0
1.972,-0.804,501.958,16.433,-2.343,4.114,2.28,-4.168,16.095,0
2.918,-3.998,-1.852,4.489,6.146,-1.39,3.58,303.115,19.044,0
2.566,32.736,500.823,3.242,9.127,-1.2,-1.942,-0.869,15.47,0
8.293,7.777,249.306,13.093,0.963,0.497,0.017,36.792,11.93,1
12.227,-0.564,-1.173,3.544,-3.221,-3.989,5.087,303.779,16.579,0
7.126,28.574,385.771,11.796,1.589,0.022,0.161,137.577,7.368,1
7.513,0.139,199.814,6.802,0.863,0.057,0.086,126.722,8.415,1
7.625,25.524,424.754,13.613,2.533,0.164,0.078,284.858,3.822,1
11.601,31.455,501.765,17.395,-1.0,1.254,4.308,-1.246,17.748,0
8.424,7.985,355.197,5.367,4.363,0.226,0.112,109.375,11.865,1
8.483,19.029,451.93,7.996,1.829,0.042,0.12,133.507,11.777,1
7.824,15.226,247.825,13.401,0.152,0.237,0.017,125.891,11.472,1
7.206,0.337,11.38,11.516,0.152,0.461,0.081,51.56,11.764,1
2.498,34.96,501.846,14.341,-2.456,-2.261,-0.305,303.574,16.635,0
6.651,22.493,456.872,11.62,0.659,0.383,0.164,98.816,12.717,1
7.011,7.095,200.921,10.184,2.722,0.219,0.147,54.292,7.881,1
12.973,34.057,502.347,14.682,6.125,-1.851,-1.518,304.348,18.995,0
6.79,14.216,2.69,12.667,3.143,0.189,0.113,204.467,9.945,1
6.555,10.347,370.029,13.054,0.404,0.305,0.147,9.716,1.656,1
8.267,20.112,268.973,12.961,4.971,0.429,0.007,70.25,13.299,1
7.926,0.363,264.584,6.016,0.608,0.228,0.154,252.774,12.652,1
2.426,-4.337,-1.456,4.771,7.838,-3.438,-0.892,304.106,-0.247,0
3.87,-2.479,500.15,15.54,5.241,-0.558,-0.861,300.637,-2.611,0
5.496,-0.943,504.375,2.31,-3.126,2.499,3.909,303.448,-0.761,0
8.642,-1.944,-1.427,16.562,-1.554,-2.461,2.272,-0.227,-4.105,0
1.967,-2.333,-0.729,4.602,-3.179,-0.139,2.725,300.417,16.979,0
11.206,30.607,-0.121,15.058,-1.3,4.881,-4.542,300.964,-2.294,0
11.374,-2.371,502.604,2.817,6.212,-3.777,-1.181,304.885,19.426,0
12.267,32.893,500.702,2.205,-4.131,5.137,3.688,304.468,-3.519,0
3.958,32.578,-3.03,3.113,9.976,-3.248,0.514,301.37,-2.374,0
9.941,31.817,-0.725,16.455,-3.844,-3.113,2.126,-0.77,18.708,0
3.993,-2.075,-3.035,14.875,-3.249,4.639,-1.816,-3.421,16.844,0
6.648,19.439,179.286,12.265,0.752,0.344,0.0,200.287,2.225,1
2.471,31.384,502.77,2.373,-1.054,-0.993,1.483,-0.443,-1.149,0
7.178,13.146,266.317,5.195,2.446,0.277,0.025,286.086,14.314,1
8.231,26.371,248.392,7.195,4.963,0.093,0.123,202.749,9.957,1
3.345,31.124,-2.719,16.351,5.902,3.247,2.173,-2.567,-0.148,0
8.166,24.947,186.97,9.92,2.816,0.457,0.009,160.39,6.446,1
4.55,-2.691,500.459,15.962,-4.264,-1.447,-4.094,-2.86,15.873,0
8.232,13.427,423.707,11.138,1.11,0.263,0.097,278.987,12.565,1
2.324,-4.38,-2.936,3.107,5.896,-4.049,-2.747,303.621,-1.931,0
7.153,2.135,393.366,13.943,0.613,0.048,0.189,143.503,1.174,1
6.873,2.93,233.146,10.391,1.21,0.338,0.065,237.174,14.65,1
4.206,-0.146,502.973,2.551,-3.948,2.127,-3.428,-4.737,17.116,0
11.502,30.604,502.446,18.83,-4.906,3.913,0.974,-0.711,-4.936,0
8.282,8.008,198.411,7.155,1.961,0.021,0.149,173.599,13.14,1
11.179,33.546,-2.22,16.166,-2.207,-2.526,4.985,300.909,-0.668,0
1.796,31.311,503.783,14.515,7.822,2.754,-3.165,301.781,-0.115,0
10.656,33.795,-1.721,15.798,-4.351,2.067,-1.697,-1.091,19.496,0
8.139,20.345,445.513,6.013,1.734,0.119,0.081,150.927,7.549,1
7.906,8.522,454.491,9.289,0.968,0.284,0.008,280.192,8.433,1
2.463,32.112,-1.787,4.034,-1.888,-3.397,-1.56,301.131,17.398,0
4.785,-3.962,-4.75,0.73,-4.397,2.777,-2.886,302.207,-1.122,0
5.763,32.741,-3.57,15.767,7.343,3.629,4.662,303.242,19.186,0
6.252,-0.697,-0.99,15.244,-4.826,1.985,-1.047,-2.087,-3.245,0
7.297,6.807,397.802,13.944,1.49,0.02,0.028,191.859,5.753,1
6.546,4.611,35.159,11.814,1.921,0.191,0.089,294.398,2.737,1
12.532,-0.279,-4.067,14.968,-4.889,-2.394,0.785,-1.307,19.291,0
8.471,10.921,272.615,10.06,0.894,0.485,0.082,243.443,7.154,1
7.748,20.95,443.68,8.975,4.424,0.433,0.125,275.644,2.666,1
4.117,33.428,501.867,14.824,-4.514,4.883,-0.127,-3.478,-2.464,0
11.547,31.157,-2.051,17.54,-0.64,-0.7,-1.963,302.068,16.016,0
2.132,-3.285,-1.863,2.93,8.853,5.315,2.006,301.507,-3.426,0
1.73,-0.85,504.879,2.804,5.203,-3.635,-3.207,-2.415,-4.177,0
10.42,33.098,-0.727,2.173,-2.316,2.763,-0.858,-0.478,15.771,0
6.958,22.075,167.675,9.195,0.039,0.235,0.074,25.115,9.554,1
7.384,19.639,18.517,8.789,3.288,0.008,0.049,208.253,3.62,1
2.988,-2.438,-4.628,4.297,8.299,-1.278,3.518,-1.867,-0.785,0
7.669,25.022,281.058,7.842,0.191,0.461,0.193,248.175,1.213,1
12.991,32.095,-4.35,14.564,8.309,-4.333,2.544,303.114,-0.891,0
6.793,19.179,62.172,8.695,2.352,0.432,0.035,297.298,5.973,1
7.235,27.066,315.083,12.237,4.323,0.47,0.054,231.216,9.588,1
7.608,9.307,423.785,7.464,2.476,0.142,0.0,176.011,7.962,1
2.488,-1.309,-3.073,1.109,-4.69,-2.485,-2.888,304.187,-2.196,0
7.179,16.398,328.752,13.965,3.933,0.46,0.057,70.531,5.865,1
4.408,-1.833,500.335,17.471,6.462,1.361,3.931,-1.83,-0.372,0
9.609,-4.836,503.948,3.765,-4.902,3.982,-2.547,303.703,-4.914,0
5.424,32.824,-0.219,15.328,6.465,-2.043,-3.928,300.957,19.89,0
11.867,34.004,504.339,0.283,-2.498,2.912,-1.32,-2.854,18.262,0
13.44,32.764,-4.73,15.153,-4.022,1.471,-4.816,300.164,15.351,0
1.822,34.108,503.178,2.201,-4.743,-2.663,-0.533,-1.607,-0.546,0
3.387,-0.702,-1.973,17.424,-3.387,-1.437,2.476,304.743,15.169,0
8.324,21.14,384.785,6.178,3.242,0.173,0.161,213.766,7.882,1
7.653,23.888,396.016,13.384,3.191,0.163,0.032,2.158,4.929,1
9.072,31.04,-3.947,0.564,-1.111,-2.02,-2.268,-2.08,-0.354,0
1.934,-0.62,-1.594,1.51,-1.596,-2.477,-1.427,-2.41,-2.649,0
13.232,-1.406,-2.398,1.047,-0.973,3.228,2.278,-4.668,-2.894,0
6.916,21.746,146.901,8.938,4.735,0.173,0.104,142.928,7.035,1
10.297,30.265,-2.905,1.981,-1.508,4.618,-1.221,300.944,19.173,0
5.941,30.155,502.047,17.17,9.74,0.645,-2.609,-2.54,17.497,0
7.032,7.397,171.408,7.326,2.672,0.064,0.063,73.781,11.808,1
10.323,33.775,503.881,18.227,7.545,-1.875,1.79,-3.699,15.301,0
8.323,19.354,310.315,6.802,3.51,0.253,0.045,168.97,9.491,1
2.626,33.106,-2.354,17.363,5.16,2.297,4.309,-0.239,16.265,0
8.063,0.386,359.846,12.135,3.746,0.008,0.174,287.305,0.379,1
7.683,6.538,214.724,8.011,4.184,0.124,0.193,57.235,14.839,1
10.659,-1.486,-4.321,17.356,-4.685,4.529,1.757,-4.602,-1.297,0
7.009,14.824,180.525,7.853,3.923,0.243,0.07,35.099,5.018,1
8.113,1.457,218.083,5.825,3.9,0.169,0.048,38.202,8.459,1
11.453,34.333,-0.266,14.501,5.699,2.714,-4.648,-3.779,-4.065,0
7.221,3.232,86.094,5.972,0.915,0.307,0.081,58.429,4.321,1
5.4,32.609,501.086,14.535,-2.722,5.346,-1.692,304.728,17.119,0
2.463,30.297,-2.953,3.6,-2.229,-4.564,3.37,303.742,18.939,0
12.596,34.941,-4.981,17.374,8.467,2.396,-1.268,301.943,15.869,0
11.869,31.756,-1.08,14.944,-3.068,-3.099,-4.105,303.345,16.172,0
6.883,15.957,431.703,13.429,0.914,0.09,0.155,225.369,10.341,1
8.331,23.212,187.814,12.888,2.815,0.011,0.139,114.093,14.929,1
3.323,31.436,-0.231,14.17,-0.174,5.327,3.888,300.74,-1.218,0
7.459,9.121,430.882,6.746,1.844,0.399,0.065,274.737,12.936,1
11.299,-2.154,503.277,17.656,7.232,4.187,2.014,-3.922,-2.019,0
4.349,33.766,-1.408,0.499,-4.748,4.089,0.538,303.333,-4.062,0
8.078,26.232,122.935,10.319,2.872,0.065,0.172,147.741,8.295,1
9.321,32.464,-4.131,4.438,9.933,1.54,0.818,-4.155,17.796,0
11.197,33.561,-0.859,4.117,9.901,-3.88,3.749,300.339,17.531,0
6.725,12.741,186.957,7.502,2.137,0.406,0.139,122.774,11.898,1
6.795,14.51,446.003,5.622,3.893,0.252,0.119,289.931,6.222,1
8.944,30.708,-3.354,14.4,9.077,-1.392,-1.769,303.668,19.22,0
8.118,9.555,43.296,8.072,1.543,0.28,0.041,181.725,2.237,1
6.745,4.328,401.028,10.101,1.708,0.304,0.083,141.487,12.31,1
7.127,6.373,238.853,11.805,4.65,0.017,0.147,87.351,9.254,1
13.205,-2.131,-0.921,0.37,5.833,-3.318,-4.254,303.233,16.227,0
7.317,13.145,77.04,6.601,3.94,0.283,0.009,167.409,2.19,1
8.25,6.48,494.28,12.476,4.827,0.432,0.102,4.475,2.286,1
6.947,21.035,251.709,5.157,4.412,0.388,0.136,188.68,4.858,1
12.689,-4.902,-4.409,4.287,5.991,-1.805,-4.268,-0.722,17.005,0
7.187,2.658,106.145,9.403,0.714,0.121,0.133,192.701,13.477,1
10.613,-1.307,-0.413,14.946,-2.493,-1.995,4.969,-2.084,-1.686,0
11.854,-3.924,502.987,1.275,-0.196,-4.701,4.452,-4.449,16.84,0
7.54,22.755,130.995,5.327,2.433,0.307,0.183,152.984,6.859,1
13.33,-3.012,-0.864,18.393,-0.803,2.511,2.05,-1.524,15.697,0
6.862,12.524,77.566,8.931,0.587,0.164,0.003,150.023,4.329,1
8.367,11.929,163.065,6.889,2.495,0.089,0.038,171.957,11.146,1
10.697,-4.939,502.357,0.498,5.512,5.273,-3.811,-1.215,16.554,0
7.761,14.728,78.933,12.133,3.665,0.138,0.173,152.218,7.567,1
7.081,8.687,492.024,6.105,2.791,0.057,0.168,289.385,14.708,1
2.229,34.452,503.957,2.426,6.851,-1.025,-0.436,302.557,17.845,0
5.088,30.831,-2.465,16.363,-1.174,-2.465,-1.892,304.302,18.111,0
10.473,-1.031,-3.055,0.435,7.753,1.123,1.291,304.595,-2.33,0
7.799,28.184,147.983,6.887,0.728,0.33,0.011,217.203,10.76,1
7.102,20.421,368.859,9.41,1.162,0.331,0.19,265.504,12.286,1
3.044,32.908,-3.247,15.351,7.42,-2.94,4.293,303.078,16.336,0
7.728,6.414,158.492,12.427,1.035,0.495,0.044,88.465,9.291,1
7.251,27.494,85.519,12.045,4.192,0.205,0.074,213.026,11.28,1
7.297,12.421,379.516,11.022,1.687,0.473,0.197,5.844,7.893,1
7.031,27.397,235.286,10.301,2.618,0.49,0.065,33.88,7.082,1
7.814,20.298,181.773,7.844,4.465,0.317,0.124,91.983,3.201,1
9.722,-1.009,-2.23,0.367,-2.93,2.04,2.342,-0.823,-4.048,0
5.111,32.199,502.629,3.534,-3.278,-0.962,3.037,302.688,-4.42,0
7.223,28.254,438.803,13.043,4.841,0.265,0.027,143.596,0.433,1
12.904,-3.1,501.449,14.656,8.237,1.845,-0.331,300.138,-3.432,0
6.999,11.434,354.92,13.794,2.589,0.151,0.035,48.235,4.438,1
1.981,-1.285,-1.935,16.218,9.997,2.48,3.615,-4.724,19.35,0
12.744,32.783,504.539,17.352,-4.639,4.792,3.774,-4.335,19.937,0
7.259,19.292,23.775,8.761,3.364,0.407,0.126,261.736,7.527,1
8.469,9.546,341.673,7.087,1.685,0.36,0.078,226.688,4.722,1
2.139,-2.039,502.215,17.058,6.524,0.624,-3.102,-4.706,17.256,0
3.711,-1.788,503.717,4.123,9.055,0.785,-1.177,-4.589,18.477,0
8.215,1.108,205.799,11.541,1.31,0.259,0.133,95.968,4.374,1
8.065,4.325,103.69,6.224,2.423,0.051,0.034,89.374,11.811,1
7.544,25.089,14.38,5.69,2.123,0.497,0.147,150.076,9.089,1
3.793,31.759,-3.317,17.536,5.778,-1.131,4.551,-1.607,-1.276,0
12.841,-0.895,500.415,1.193,7.365,2.378,5.123,-2.393,-3.482,0
6.819,5.091,453.575,8.76,3.092,0.212,0.129,203.686,1.938,1
8.624,-1.411,-2.784,15.956,-2.845,4.569,5.002,-1.572,15.279,0
11.93,34.072,504.527,1.488,8.719,1.866,-4.584,300.384,-0.847,0
4.063,34.391,502.466,2.866,-4.239,0.82,-2.166,303.936,-3.558,0
7.061,5.948,372.986,8.507,1.82,0.468,0.173,89.753,9.901,1
4.631,-3.938,503.673,3.982,-4.92,4.19,-1.904,-1.187,-2.155,0
7.536,21.026,228.953,8.424,4.912,0.409,0.004,265.463,8.607,1
7.529,23.473,55.678,13.023,1.775,0.447,0.133,167.274,5.172,1
7.972,3.875,484.385,6.916,0.864,0.338,0.103,149.775,5.543,1
5.506,32.419,500.633,16.759,9.829,0.961,-4.286,-1.494,17.689,0
10.937,-3.295,500.224,17.197,-4.196,0.815,-4.44,-4.702,18.358,0
11.292,-0.292,-3.229,3.99,7.574,-1.876,2.386,304.005,19.725,0
5.624,30.693,502.726,16.577,-3.541,2.763,2.436,-3.5,18.307,0
11.935,-0.362,500.779,2.747,7.21,0.727,-0.951,-4.27,15.717,0
10.357,34.441,503.277,0.677,9.646,4.627,5.001,301.836,-1.21,0
8.431,22.286,69.768,7.611,1.319,0.375,0.092,236.943,7.082,1
6.703,25.622,199.364,11.048,2.825,0.338,0.008,143.774,11.996,1
7.293,5.618,280.058,13.554,3.217,0.403,0.02,257.699,6.198,1
4.143,-3.736,-0.594,4.411,-4.376,5.35,3.871,-4.731,19.487,0
8.484,18.951,400.574,13.242,4.966,0.218,0.086,9.367,9.528,1
6.795,6.473,487.137,7.256,2.052,0.096,0.022,100.207,3.655,1
12.887,34.421,-2.99,18.537,-2.752,-0.406,-0.587,-4.05,16.066,0
2.938,-0.782,-2.774,3.836,-0.454,-0.217,4.997,302.165,-2.805,0
1.643,32.556,-4.894,3.215,8.24,1.404,-4.629,303.15,18.404,0
11.426,32.548,502.673,0.048,7.988,-1.886,-2.645,-0.961,-0.889,0
6.567,17.053,366.759,10.739,3.365,0.268,0.154,42.113,11.571,1
7.724,22.475,182.627,7.376,1.269,0.362,0.153,243.72,2.553,1
8.446,22.322,457.335,10.749,2.517,0.155,0.155,19.484,12.104,1
5.868,30.235,504.607,18.352,-3.325,3.785,4.715,300.391,17.805,0
7.696,18.683,110.539,12.5,4.373,0.228,0.039,236.454,9.002,1
6.898,21.455,20.63,12.581,4.919,0.488,0.135,246.976,10.23,1
10.286,-4.105,-4.617,15.611,7.453,5.149,3.588,-0.77,19.726,0
12.448,33.239,504.901,1.601,9.485,4.378,-2.379,-2.611,-0.617,0
8.045,16.429,179.394,7.21,2.312,0.13,0.139,35.155,5.169,1
11.732,30.522,501.005,1.478,5.285,-1.064,4.779,303.344,-4.91,0
7.912,17.783,122.462,12.346,4.381,0.446,0.131,16.556,9.683,1
3.55,-0.555,504.629,1.605,8.642,3.885,0.343,303.967,15.949,0
4.114,34.887,-1.857,18.922,-1.224,4.973,4.315,300.932,15.36,0
5.067,32.879,504.96,16.225,-0.407,-0.548,4.885,304.312,19.085,0
1.972,-0.741,504.862,16.447,-1.807,-0.85,4.549,-4.811,-3.201,0
12.88,-4.044,-4.918,15.188,6.788,4.051,4.894,301.391,-2.653,0
6.677,23.53,301.642,13.102,3.506,0.361,0.197,296.948,11.951,1
9.403,-2.192,502.69,18.921,9.321,-0.879,5.16,-2.285,-2.598,0
7.406,27.329,404.937,8.071,2.193,0.479,0.05,229.075,6.013,1
6.648,4.411,231.445,7.483,3.447,0.484,0.025,244.695,0.536,1
8.203,0.735,107.348,8.563,2.114,0.214,0.013,87.372,12.475,1
10.063,-1.34,-3.704,3.175,9.011,5.092,2.423,-4.968,17.225,0
6.548,26.365,59.112,9.226,4.647,0.497,0.124,140.995,9.457,1
3.102,30.578,502.228,17.091,-2.247,5.038,-3.493,301.244,19.528,0
13.053,-4.414,500.617,18.235,-4.387,0.963,4.499,304.078,-3.093,0
6.878,8.237,206.855,11.429,3.311,0.475,0.161,80.131,3.548,1
7.936,5.172,456.778,6.138,4.846,0.022,0.121,168.045,6.625,1
10.953,33.202,-3.846,2.492,9.505,-1.484,5.099,-0.213,-2.128,0
5.716,-1.179,-2.034,14.645,6.54,5.327,-3.874,-1.763,-0.856,0
7.736,14.785,339.774,8.486,3.429,0.303,0.081,36.358,4.223,1
5.346,31.019,-2.371,3.624,-3.956,-3.581,2.055,-4.489,-1.847,0
7.191,27.864,488.351,8.441,0.236,0.122,0.036,264.533,14.6,1
1.706,-4.462,502.199,3.536,-0.671,0.818,2.228,301.287,-0.18,0
13.384,34.634,-2.977,3.233,-1.588,1.282,0.406,-3.724,15.267,0
7.628,23.584,397.687,5.552,3.617,0.433,0.185,49.668,0.368,1
2.416,-1.301,502.316,17.067,-2.206,3.548,2.677,-3.005,15.847,0
2.176,-3.832,502.948,0.47,-1.782,-4.052,5.023,303.725,19.806,0
8.886,34.543,503.413,4.662,7.461,-3.424,-1.75,-0.98,-2.155,0
7.78,27.261,234.92,11.544,3.547,0.138,0.174,292.915,3.968,1
9.95,-2.972,503.863,1.935,5.622,0.926,2.34,-2.065,16.227,0
13.208,-2.16,-2.212,18.158,-1.391,3.445,1.198,300.17,-3.346,0
10.172,-4.647,-0.343,16.33,7.559,5.214,-3.497,-4.866,18.223,0
8.156,15.675,55.588,9.713,0.945,0.306,0.024,117.383,8.69,1
8.44,1.104,28.373,7.635,1.744,0.122,0.015,220.555,2.003,1
7.437,20.022,110.706,5.214,3.399,0.044,0.064,238.786,13.181,1
6.987,5.214,165.062,11.015,1.427,0.058,0.156,129.01,8.867,1
7.188,17.909,324.016,11.09,3.867,0.201,0.063,204.62,9.672,1
7.512,11.78,59.49,5.765,4.244,0.051,0.117,202.519,9.573,1
7.168,26.759,126.85,12.685,0.002,0.253,0.078,235.94,7.382,1
8.092,12.998,173.568,12.936,3.686,0.305,0.079,89.456,8.985,1
3.509,-4.698,-4.452,2.425,-3.496,-1.822,4.104,-3.666,16.33,0
6.625,14.97,178.605,5.462,1.847,0.166,0.102,55.068,13.966,1
6.715,23.381,429.276,10.628,2.534,0.173,0.164,142.692,12.473,1
2.962,31.756,-0.62,3.563,6.817,1.644,4.351,302.815,17.817,0
7.018,13.736,465.529,10.917,1.705,0.007,0.178,167.416,4.416,1
5.361,31.27,501.109,0.32,-1.349,3.924,-2.804,-1.605,-1.194,0
12.588,34.294,500.734,17.843,-3.029,2.074,-0.619,302.702,15.647,0
7.656,1.658,87.455,6.001,1.512,0.049,0.079,86.091,2.536,1
2.561,-4.977,504.511,15.217,-2.722,1.406,1.507,-1.637,-4.526,0
11.545,31.87,-2.105,0.734,7.621,0.759,2.314,302.747,15.17,0
7.293,20.189,60.618,13.993,4.809,0.105,0.105,147.685,8.547,1
12.625,-1.381,501.608,14.517,-1.129,1.697,2.165,300.322,-4.008,0
8.185,20.568,343.144,10.477,0.839,0.164,0.15,196.396,0.014,1
1.971,-3.272,-2.312,18.875,-2.069,2.285,1.783,300.879,16.668,0
7.978,26.896,426.984,8.251,2.453,0.448,0.033,121.687,11.616,1
11.5,33.526,503.929,4.602,-3.194,-0.304,3.963,-0.87,17.137,0
1.886,34.381,503.313,4.496,9.132,-1.621,1.011,304.19,-1.161,0
7.889,14.995,4.141,8.546,4.8,0.194,0.012,38.198,4.244,1
6.393,34.163,-1.018,16.946,7.894,4.98,-1.691,-4.85,-3.177,0
2.685,30.562,502.581,16.072,-4.378,-0.301,1.162,301.188,-1.912,0
8.002,16.079,429.248,5.425,1.348,0.307,0.014,244.391,1.126,1
6.597,28.381,64.118,12.329,3.133,0.407,0.108,210.325,6.767,1
8.659,32.82,503.821,15.48,-4.303,3.364,2.816,300.785,18.479,0
11.468,-3.566,504.365,2.49,-0.49,-4.219,-1.856,-4.515,15.633,0
10.963,33.038,-0.177,1.704,-4.771,1.182,-0.365,304.775,-3.789,0
5.82,34.1,-1.389,0.717,-4.706,1.337,1.167,-1.579,16.704,0
7.5,17.951,39.716,8.631,0.66,0.266,0.138,122.263,0.672,1
8.061,20.361,457.663,11.24,0.751,0.242,0.083,180.234,7.649,1
7.547,29.995,272.152,8.549,4.81,0.154,0.167,65.726,0.753,1
6.607,11.356,87.181,13.961,4.93,0.048,0.153,123.693,3.573,1
10.774,33.644,-3.055,0.282,-3.254,4.98,-4.994,303.564,19.5,0
7.952,12.172,48.269,12.613,4.573,0.077,0.136,11.058,9.3,1
3.872,31.24,-2.498,1.517,-0.585,1.474,-2.266,304.092,-0.236,0
6.587,8.598,118.144,10.459,4.252,0.12,0.154,84.92,9.982,1
10.31,-2.519,501.232,17.726,-1.568,-1.312,1.933,301.013,-4.335,0
10.061,31.288,-0.162,16.571,8.63,-1.025,1.402,303.289,-0.895,0
10.978,31.881,502.612,16.576,-0.655,-2.168,-0.551,304.643,-3.907,0
6.825,29.55,418.889,13.505,4.933,0.027,0.061,210.95,3.561,1
2.902,-3.227,502.907,1.682,5.972,-4.135,-0.785,302.463,-2.774,0
7.666,14.648,218.21,12.625,3.782,0.34,0.004,104.914,4.451,1
6.631,24.749,46.879,8.974,4.607,0.268,0.136,262.347,6.171,1
8.235,25.666,228.279,8.576,1.637,0.324,0.131,233.52,0.54,1
9.249,-4.387,501.309,4.303,7.619,-0.454,1.976,302.7,-1.84,0
4.996,-4.001,-4.549,16.814,-4.12,-2.074,-4.233,-3.689,-1.709,0
8.411,20.885,74.117,8.059,1.538,0.019,0.074,278.035,10.383,1
7.408,14.392,200.805,7.766,4.642,0.032,0.138,111.542,2.506,1
12.043,-2.807,-3.175,1.973,-2.481,-4.889,0.924,-1.466,19.495,0
4.815,33.424,-3.986,14.146,-0.12,-4.154,3.486,302.575,-0.92,0
4.753,30.771,-2.98,1.712,-4.883,3.987,1.485,-1.224,15.638,0
8.01,9.81,15.598,13.388,3.95,0.335,0.109,0.031,3.946,1
4.709,32.518,-1.15,15.382,-2.597,-0.622,0.781,302.512,-4.814,0
